Date,County,New Confirmed Cases,Total Confirmed Cases,New Probable and Confirmed Deaths,Total Probable and Confirmed Deaths
9/29/2020,Suffolk,66,24426,0,1135
9/29/2020,Worcester,42,14417,4,1107
9/29/2020,Unknown,0,299,0,5
9/29/2020,Dukes and Nantucket,,,0,1
9/30/2020,Barnstable,7,1786,0,174
9/30/2020,Berkshire,0,716,0,50
9/30/2020,Bristol,40,10114,4,701
9/30/2020,Dukes,0,64,,
9/30/2020,Essex,110,20031,7,1290
9/30/2020,Franklin,1,412,0,68
9/30/2020,Hampden,29,8283,2,781
9/30/2020,Hampshire,16,1251,0,144
9/30/2020,Middlesex,117,27624,5,2154
9/30/2020,Nantucket,0,104,,
9/30/2020,Norfolk,30,10338,5,1066
9/30/2020,Plymouth,51,9777,0,770
9/30/2020,Suffolk,53,24479,2,1137
9/30/2020,Worcester,54,14471,8,1115
9/30/2020,Unknown,4,303,0,5
9/30/2020,Dukes and Nantucket,,,0,1
10/1/2020,Barnstable,13,1799,0,174
10/1/2020,Berkshire,0,716,0,50
10/1/2020,Bristol,47,10161,1,702
10/1/2020,Dukes,0,64,,
10/1/2020,Essex,125,20156,3,1293
10/1/2020,Franklin,0,412,0,68
10/1/2020,Hampden,56,8339,5,786
10/1/2020,Hampshire,22,1273,1,145
10/1/2020,Middlesex,155,27779,2,2156
10/1/2020,Nantucket,11,115,,
10/1/2020,Norfolk,46,10384,2,1068
10/1/2020,Plymouth,30,9807,3,773
10/1/2020,Suffolk,143,24622,5,1142
10/1/2020,Worcester,57,14528,2,1117
10/1/2020,Unknown,3,306,0,5
10/1/2020,Dukes and Nantucket,,,0,1
10/2/2020,Barnstable,8,1807,0,174
10/2/2020,Berkshire,2,718,0,50
10/2/2020,Bristol,65,10226,0,702
10/2/2020,Dukes,2,66,,
10/2/2020,Essex,101,20257,1,1294
10/2/2020,Franklin,1,413,0,68
10/2/2020,Hampden,64,8403,1,787
10/2/2020,Hampshire,25,1298,2,147
10/2/2020,Middlesex,182,27961,4,2160
10/2/2020,Nantucket,4,119,,
10/2/2020,Norfolk,46,10430,0,1068
10/2/2020,Plymouth,45,9852,0,773
10/2/2020,Suffolk,142,24764,0,1142
10/2/2020,Worcester,70,14598,2,1119
10/2/2020,Unknown,0,302,0,5
10/2/2020,Dukes and Nantucket,,,0,1
10/3/2020,Barnstable,11,1818,0,174
10/3/2020,Berkshire,0,718,0,50
10/3/2020,Bristol,43,10269,0,702
10/3/2020,Dukes,0,66,,
10/3/2020,Essex,113,20370,1,1295
10/3/2020,Franklin,2,415,0,68
10/3/2020,Hampden,32,8435,2,789
10/3/2020,Hampshire,18,1316,1,148
10/3/2020,Middlesex,140,28101,6,2166
10/3/2020,Nantucket,5,124,,
10/3/2020,Norfolk,51,10481,3,1071
10/3/2020,Plymouth,52,9904,3,776
10/3/2020,Suffolk,107,24871,0,1142
10/3/2020,Worcester,39,14637,1,1120
10/3/2020,Unknown,0,289,0,5
10/3/2020,Dukes and Nantucket,,,0,1
10/4/2020,Barnstable,6,1824,0,174
10/4/2020,Berkshire,5,723,0,50
10/4/2020,Bristol,42,10311,1,703
10/4/2020,Dukes,1,67,,
10/4/2020,Essex,95,20465,1,1296
10/4/2020,Franklin,6,421,0,68
10/4/2020,Hampden,58,8493,0,789
10/4/2020,Hampshire,8,1324,0,148
10/4/2020,Middlesex,142,28243,0,2166
10/4/2020,Nantucket,0,124,,
10/4/2020,Norfolk,52,10533,0,1071
10/4/2020,Plymouth,32,9936,1,777
10/4/2020,Suffolk,116,24987,0,1142
10/4/2020,Worcester,51,14688,0,1120
10/4/2020,Unknown,12,301,0,5
10/4/2020,Dukes and Nantucket,,,0,1
10/5/2020,Barnstable,3,1827,0,174
10/5/2020,Berkshire,2,725,1,51
10/5/2020,Bristol,29,10340,3,706
10/5/2020,Dukes,0,67,,
10/5/2020,Essex,152,20617,4,1300
10/5/2020,Franklin,0,421,1,69
10/5/2020,Hampden,40,8533,1,790
10/5/2020,Hampshire,3,1327,0,148
10/5/2020,Middlesex,65,28308,6,2172
10/5/2020,Nantucket,0,124,,
10/5/2020,Norfolk,25,10558,2,1073
10/5/2020,Plymouth,23,9959,0,777
10/5/2020,Suffolk,65,25052,0,1142
10/5/2020,Worcester,52,14740,2,1122
10/5/2020,Unknown,6,307,0,5
10/5/2020,Dukes and Nantucket,,,0,1
10/6/2020,Barnstable,5,1832,0,174
10/6/2020,Berkshire,0,725,0,51
10/6/2020,Bristol,46,10386,3,709
10/6/2020,Dukes,0,67,,
10/6/2020,Essex,55,20672,0,1300
10/6/2020,Franklin,0,420,0,69
10/6/2020,Hampden,41,8574,1,791
10/6/2020,Hampshire,6,1333,0,148
10/6/2020,Middlesex,84,28392,0,2172
10/6/2020,Nantucket,0,124,,
10/6/2020,Norfolk,50,10608,1,1074
10/6/2020,Plymouth,48,10007,0,777
10/6/2020,Suffolk,65,25117,0,1142
10/6/2020,Worcester,51,14791,2,1124
10/6/2020,Unknown,4,311,0,5
10/6/2020,Dukes and Nantucket,,,1,2
10/7/2020,Barnstable,5,1837,1,175
10/7/2020,Berkshire,1,726,0,51
10/7/2020,Bristol,37,10423,6,715
10/7/2020,Dukes,0,67,,
10/7/2020,Essex,96,20768,3,1303
10/7/2020,Franklin,2,422,0,69
10/7/2020,Hampden,37,8611,0,791
10/7/2020,Hampshire,8,1341,0,148
10/7/2020,Middlesex,141,28533,3,2175
10/7/2020,Nantucket,1,125,,
10/7/2020,Norfolk,24,10632,3,1077
10/7/2020,Plymouth,17,10024,1,778
10/7/2020,Suffolk,83,25200,1,1143
10/7/2020,Worcester,73,14864,1,1125
10/7/2020,Unknown,0,295,0,5
10/7/2020,Dukes and Nantucket,,,0,2
10/8/2020,Barnstable,12,1849,0,175
10/8/2020,Berkshire,0,726,0,51
10/8/2020,Bristol,29,10452,1,716
10/8/2020,Dukes,1,68,,
10/8/2020,Essex,67,20835,3,1306
10/8/2020,Franklin,2,424,0,69
10/8/2020,Hampden,10,8621,0,791
10/8/2020,Hampshire,4,1345,0,148
10/8/2020,Middlesex,105,28638,3,2178
10/8/2020,Nantucket,1,126,,
10/8/2020,Norfolk,34,10666,0,1077
10/8/2020,Plymouth,34,10058,0,778
10/8/2020,Suffolk,73,25273,0,1143
10/8/2020,Worcester,41,14905,1,1126
10/8/2020,Unknown,0,291,0,5
10/8/2020,Dukes and Nantucket,,,0,2
10/9/2020,Barnstable,6,1855,0,175
10/9/2020,Berkshire,3,729,0,51
10/9/2020,Bristol,59,10511,1,717
10/9/2020,Dukes,0,68,,
10/9/2020,Essex,110,20945,1,1307
10/9/2020,Franklin,0,424,0,69
10/9/2020,Hampden,60,8681,1,792
10/9/2020,Hampshire,4,1349,1,149
10/9/2020,Middlesex,158,28796,4,2182
10/9/2020,Nantucket,3,129,,
10/9/2020,Norfolk,73,10739,1,1078
10/9/2020,Plymouth,72,10130,1,779
10/9/2020,Suffolk,109,25382,1,1144
10/9/2020,Worcester,77,14982,1,1127
10/9/2020,Unknown,0,291,0,5
10/9/2020,Dukes and Nantucket,,,0,2
10/10/2020,Barnstable,3,1858,1,176
10/10/2020,Berkshire,1,730,0,51
10/10/2020,Bristol,44,10555,1,718
10/10/2020,Dukes,1,69,,
10/10/2020,Essex,133,21078,0,1307
10/10/2020,Franklin,1,425,0,69
10/10/2020,Hampden,35,8716,0,792
10/10/2020,Hampshire,3,1352,0,149
10/10/2020,Middlesex,121,28917,4,2186
10/10/2020,Nantucket,0,129,,
10/10/2020,Norfolk,53,10792,2,1080
10/10/2020,Plymouth,42,10172,1,780
10/10/2020,Suffolk,115,25497,1,1145
10/10/2020,Worcester,40,15022,0,1127
10/10/2020,Unknown,0,286,0,5
10/10/2020,Dukes and Nantucket,,,0,2
10/11/2020,Barnstable,5,1863,0,176
10/11/2020,Berkshire,0,730,0,51
10/11/2020,Bristol,44,10599,3,721
10/11/2020,Dukes,0,69,,
10/11/2020,Essex,115,21193,2,1309
10/11/2020,Franklin,1,426,2,71
10/11/2020,Hampden,38,8754,0,792
10/11/2020,Hampshire,4,1356,1,150
10/11/2020,Middlesex,138,29055,4,2190
10/11/2020,Nantucket,2,131,,
10/11/2020,Norfolk,32,10824,2,1082
10/11/2020,Plymouth,46,10218,0,780
10/11/2020,Suffolk,65,25562,2,1147
10/11/2020,Worcester,68,15090,1,1128
10/11/2020,Unknown,12,298,0,5
10/11/2020,Dukes and Nantucket,,,0,2
10/12/2020,Barnstable,13,1876,1,177
10/12/2020,Berkshire,0,730,0,51
10/12/2020,Bristol,71,10670,3,724
10/12/2020,Dukes,1,70,,
10/12/2020,Essex,103,21296,2,1311
10/12/2020,Franklin,0,426,0,71
10/12/2020,Hampden,64,8818,0,792
10/12/2020,Hampshire,3,1359,0,150
10/12/2020,Middlesex,170,29225,2,2192
10/12/2020,Nantucket,0,131,,
10/12/2020,Norfolk,56,10880,1,1083
10/12/2020,Plymouth,106,10324,3,783
10/12/2020,Suffolk,140,25702,0,1147
10/12/2020,Worcester,51,15141,1,1129
10/12/2020,Unknown,0,285,0,5
10/12/2020,Dukes and Nantucket,,,0,2
10/13/2020,Barnstable,2,1878,1,178
10/13/2020,Berkshire,2,732,0,51
10/13/2020,Bristol,69,10739,1,725
10/13/2020,Dukes,0,70,,
10/13/2020,Essex,84,21380,2,1313
10/13/2020,Franklin,0,426,0,71
10/13/2020,Hampden,36,8854,0,792
10/13/2020,Hampshire,5,1364,0,150
10/13/2020,Middlesex,133,29358,4,2196
10/13/2020,Nantucket,0,131,,
10/13/2020,Norfolk,62,10942,1,1084
10/13/2020,Plymouth,56,10380,1,784
10/13/2020,Suffolk,122,25824,1,1148
10/13/2020,Worcester,48,15189,2,1131
10/13/2020,Unknown,13,298,0,5
10/13/2020,Dukes and Nantucket,,,0,2
10/14/2020,Barnstable,0,1877,0,178
10/14/2020,Berkshire,1,733,0,51
10/14/2020,Bristol,38,10777,0,725
10/14/2020,Dukes,0,70,,
10/14/2020,Essex,136,21516,2,1315
10/14/2020,Franklin,0,426,0,71
10/14/2020,Hampden,40,8894,2,794
10/14/2020,Hampshire,10,1374,2,152
10/14/2020,Middlesex,102,29460,4,2200
10/14/2020,Nantucket,0,131,,
10/14/2020,Norfolk,33,10975,2,1086
10/14/2020,Plymouth,44,10424,2,786
10/14/2020,Suffolk,72,25896,2,1150
10/14/2020,Worcester,49,15238,1,1132
10/14/2020,Unknown,0,292,0,5
10/14/2020,Dukes and Nantucket,,,0,2
10/15/2020,Barnstable,5,1882,0,178
10/15/2020,Berkshire,2,735,0,51
10/15/2020,Bristol,51,10828,2,727
10/15/2020,Dukes,0,70,,
10/15/2020,Essex,103,21619,3,1318
10/15/2020,Franklin,0,426,0,71
10/15/2020,Hampden,27,8921,0,794
10/15/2020,Hampshire,2,1376,0,152
10/15/2020,Middlesex,127,29587,5,2205
10/15/2020,Nantucket,1,132,,
10/15/2020,Norfolk,33,11008,0,1086
10/15/2020,Plymouth,62,10486,7,793
10/15/2020,Suffolk,116,26012,3,1153
10/15/2020,Worcester,42,15280,5,1137
10/15/2020,Unknown,0,289,0,5
10/15/2020,Dukes and Nantucket,,,0,2
10/16/2020,Barnstable,6,1888,2,180
10/16/2020,Berkshire,0,735,0,51
10/16/2020,Bristol,36,10864,2,729
10/16/2020,Dukes,0,70,,
10/16/2020,Essex,117,21736,2,1320
10/16/2020,Franklin,6,432,0,71
10/16/2020,Hampden,50,8971,2,796
10/16/2020,Hampshire,10,1386,0,152
10/16/2020,Middlesex,141,29728,9,2214
10/16/2020,Nantucket,0,132,,
10/16/2020,Norfolk,42,11050,1,1087
10/16/2020,Plymouth,54,10540,7,800
10/16/2020,Suffolk,148,26160,2,1155
10/16/2020,Worcester,77,15357,3,1140
10/16/2020,Unknown,15,304,0,5
10/16/2020,Dukes and Nantucket,,,0,2
10/17/2020,Barnstable,0,1888,1,181
10/17/2020,Berkshire,1,736,0,51
10/17/2020,Bristol,55,10919,2,731
10/17/2020,Dukes,1,71,,
10/17/2020,Essex,129,21865,2,1322
10/17/2020,Franklin,2,434,0,71
10/17/2020,Hampden,43,9014,2,798
10/17/2020,Hampshire,3,1389,1,153
10/17/2020,Middlesex,117,29845,5,2219
10/17/2020,Nantucket,1,133,,
10/17/2020,Norfolk,35,11085,3,1090
10/17/2020,Plymouth,33,10573,2,802
10/17/2020,Suffolk,90,26250,1,1156
10/17/2020,Worcester,55,15412,2,1142
10/17/2020,Unknown,0,289,0,5
10/17/2020,Dukes and Nantucket,,,0,2
10/18/2020,Barnstable,8,1896,0,181
10/18/2020,Berkshire,0,736,0,51
10/18/2020,Bristol,66,10985,0,731
10/18/2020,Dukes,0,71,,
10/18/2020,Essex,170,22035,4,1326
10/18/2020,Franklin,3,437,1,72
10/18/2020,Hampden,60,9074,0,798
10/18/2020,Hampshire,11,1400,0,153
10/18/2020,Middlesex,141,29986,4,2223
10/18/2020,Nantucket,0,133,,
10/18/2020,Norfolk,43,11128,1,1091
10/18/2020,Plymouth,46,10619,2,804
10/18/2020,Suffolk,133,26383,0,1156
10/18/2020,Worcester,63,15475,2,1144
10/18/2020,Unknown,0,289,0,5
10/18/2020,Dukes and Nantucket,,,0,2
10/19/2020,Barnstable,2,1898,0,181
10/19/2020,Berkshire,4,740,0,51
10/19/2020,Bristol,61,11046,1,732
10/19/2020,Dukes,0,71,,
10/19/2020,Essex,157,22192,4,1330
10/19/2020,Franklin,1,438,0,72
10/19/2020,Hampden,51,9125,1,799
10/19/2020,Hampshire,1,1401,0,153
10/19/2020,Middlesex,196,30182,3,2226
10/19/2020,Nantucket,0,133,,
10/19/2020,Norfolk,48,11176,2,1093
10/19/2020,Plymouth,74,10693,0,804
10/19/2020,Suffolk,163,26546,4,1160
10/19/2020,Worcester,69,15544,1,1145
10/19/2020,Unknown,0,289,0,5
10/19/2020,Dukes and Nantucket,,,0,2
10/20/2020,Barnstable,4,1902,0,181
10/20/2020,Berkshire,2,742,0,51
10/20/2020,Bristol,80,11126,0,732
10/20/2020,Dukes,0,71,,
10/20/2020,Essex,123,22315,0,1330
10/20/2020,Franklin,3,441,0,72
10/20/2020,Hampden,46,9171,0,799
10/20/2020,Hampshire,11,1412,0,153
10/20/2020,Middlesex,185,30367,0,2226
10/20/2020,Nantucket,4,137,,
10/20/2020,Norfolk,62,11238,0,1093
10/20/2020,Plymouth,93,10786,2,806
10/20/2020,Suffolk,117,26663,1,1161
10/20/2020,Worcester,78,15622,2,1147
10/20/2020,Unknown,13,302,0,5
10/20/2020,Dukes and Nantucket,,,0,2
10/21/2020,Barnstable,9,1911,0,181
10/21/2020,Berkshire,0,742,0,51
10/21/2020,Bristol,44,11170,1,733
10/21/2020,Dukes,0,71,,
10/21/2020,Essex,131,22446,1,1331
10/21/2020,Franklin,4,445,0,72
10/21/2020,Hampden,48,9219,1,800
10/21/2020,Hampshire,8,1420,0,153
10/21/2020,Middlesex,135,30502,6,2232
10/21/2020,Nantucket,0,137,,
10/21/2020,Norfolk,36,11274,1,1094
10/21/2020,Plymouth,38,10824,3,809
10/21/2020,Suffolk,124,26787,2,1163
10/21/2020,Worcester,59,15681,7,1154
10/21/2020,Unknown,10,312,0,5
10/21/2020,Dukes and Nantucket,,,0,2
10/22/2020,Barnstable,11,1922,1,182
10/22/2020,Berkshire,2,744,0,51
10/22/2020,Bristol,164,11334,2,735
10/22/2020,Dukes,0,71,,
10/22/2020,Essex,150,22596,2,1333
10/22/2020,Franklin,11,456,0,72
10/22/2020,Hampden,86,9305,4,804
10/22/2020,Hampshire,10,1430,0,153
10/22/2020,Middlesex,154,30656,8,2240
10/22/2020,Nantucket,1,138,,
10/22/2020,Norfolk,62,11336,3,1097
10/22/2020,Plymouth,71,10895,5,814
10/22/2020,Suffolk,167,26954,3,1166
10/22/2020,Worcester,97,15778,2,1156
10/22/2020,Unknown,0,312,0,5
10/22/2020,Dukes and Nantucket,,,0,2
10/23/2020,Barnstable,7,1929,0,182
10/23/2020,Berkshire,3,747,0,51
10/23/2020,Bristol,117,11451,0,735
10/23/2020,Dukes,2,73,,
10/23/2020,Essex,143,22739,3,1336
10/23/2020,Franklin,0,456,0,72
10/23/2020,Hampden,74,9379,3,807
10/23/2020,Hampshire,5,1435,0,153
10/23/2020,Middlesex,175,30831,3,2243
10/23/2020,Nantucket,2,140,,
10/23/2020,Norfolk,61,11397,2,1099
10/23/2020,Plymouth,80,10975,6,820
10/23/2020,Suffolk,226,27180,2,1168
10/23/2020,Worcester,82,15860,1,1157
10/23/2020,Unknown,0,303,0,5
10/23/2020,Dukes and Nantucket,,,0,2
10/24/2020,Barnstable,4,1933,0,182
10/24/2020,Berkshire,4,751,0,51
10/24/2020,Bristol,117,11568,2,737
10/24/2020,Dukes,0,73,,
10/24/2020,Essex,200,22939,1,1337
10/24/2020,Franklin,4,460,0,72
10/24/2020,Hampden,122,9501,2,809
10/24/2020,Hampshire,6,1441,0,153
10/24/2020,Middlesex,201,31032,2,2245
10/24/2020,Nantucket,5,145,,
10/24/2020,Norfolk,72,11469,2,1101
10/24/2020,Plymouth,92,11067,0,820
10/24/2020,Suffolk,166,27346,0,1168
10/24/2020,Worcester,117,15977,0,1157
10/24/2020,Unknown,18,321,0,5
10/24/2020,Dukes and Nantucket,,,0,2
10/25/2020,Barnstable,11,1944,0,182
10/25/2020,Berkshire,10,761,0,51
10/25/2020,Bristol,150,11718,4,741
10/25/2020,Dukes,0,73,,
10/25/2020,Essex,236,23175,3,1340
10/25/2020,Franklin,1,461,0,72
10/25/2020,Hampden,47,9548,2,811
10/25/2020,Hampshire,8,1449,1,154
10/25/2020,Middlesex,225,31257,7,2252
10/25/2020,Nantucket,0,145,,
10/25/2020,Norfolk,61,11530,3,1104
10/25/2020,Plymouth,56,11123,3,823
10/25/2020,Suffolk,225,27571,1,1169
10/25/2020,Worcester,87,16064,1,1158
10/25/2020,Unknown,0,301,0,5
10/25/2020,Dukes and Nantucket,,,0,2
10/26/2020,Barnstable,24,1968,0,182
10/26/2020,Berkshire,4,765,0,51
10/26/2020,Bristol,160,11878,2,743
10/26/2020,Dukes,2,75,,
10/26/2020,Essex,121,23296,1,1341
10/26/2020,Franklin,6,467,0,72
10/26/2020,Hampden,175,9723,1,812
10/26/2020,Hampshire,9,1458,0,154
10/26/2020,Middlesex,144,31401,4,2256
10/26/2020,Nantucket,9,154,,
10/26/2020,Norfolk,61,11591,1,1105
10/26/2020,Plymouth,94,11217,3,826
10/26/2020,Suffolk,252,27823,2,1171
10/26/2020,Worcester,146,16210,3,1161
10/26/2020,Unknown,9,310,0,5
10/26/2020,Dukes and Nantucket,,,0,2
10/27/2020,Barnstable,24,1992,0,182
10/27/2020,Berkshire,9,774,1,52
10/27/2020,Bristol,108,11986,0,743
10/27/2020,Dukes,1,76,,
10/27/2020,Essex,122,23418,1,1342
10/27/2020,Franklin,5,472,0,72
10/27/2020,Hampden,77,9800,0,812
10/27/2020,Hampshire,7,1465,0,154
10/27/2020,Middlesex,193,31594,1,2257
10/27/2020,Nantucket,0,154,,
10/27/2020,Norfolk,85,11676,1,1106
10/27/2020,Plymouth,77,11294,2,828
10/27/2020,Suffolk,169,27992,0,1171
10/27/2020,Worcester,139,16349,1,1162
10/27/2020,Unknown,9,319,0,5
10/27/2020,Dukes and Nantucket,,,0,2
10/28/2020,Barnstable,7,1999,1,183
10/28/2020,Berkshire,6,780,0,52
10/28/2020,Bristol,181,12167,7,750
10/28/2020,Dukes,2,78,,
10/28/2020,Essex,224,23642,1,1343
10/28/2020,Franklin,0,472,0,72
10/28/2020,Hampden,101,9901,3,815
10/28/2020,Hampshire,7,1472,1,155
10/28/2020,Middlesex,214,31808,8,2265
10/28/2020,Nantucket,9,163,,
10/28/2020,Norfolk,57,11733,2,1108
10/28/2020,Plymouth,56,11350,4,832
10/28/2020,Suffolk,160,28152,2,1173
10/28/2020,Worcester,122,16471,7,1169
10/28/2020,Unknown,0,310,0,5
10/28/2020,Dukes and Nantucket,,,0,2
10/29/2020,Barnstable,5,2004,0,183
10/29/2020,Berkshire,1,781,0,52
10/29/2020,Bristol,171,12338,2,752
10/29/2020,Dukes,2,80,,
10/29/2020,Essex,219,23861,5,1348
10/29/2020,Franklin,6,478,1,73
10/29/2020,Hampden,115,10016,1,816
10/29/2020,Hampshire,12,1484,0,155
10/29/2020,Middlesex,207,32015,7,2272
10/29/2020,Nantucket,1,164,,
10/29/2020,Norfolk,81,11814,2,1110
10/29/2020,Plymouth,73,11423,3,835
10/29/2020,Suffolk,248,28400,4,1177
10/29/2020,Worcester,109,16580,2,1171
10/29/2020,Unknown,0,303,0,5
10/29/2020,Dukes and Nantucket,,,0,2
10/30/2020,Barnstable,16,2020,0,183
10/30/2020,Berkshire,2,783,0,52
10/30/2020,Bristol,195,12533,5,757
10/30/2020,Dukes,5,85,,
10/30/2020,Essex,228,24089,5,1353
10/30/2020,Franklin,1,479,0,73
10/30/2020,Hampden,135,10151,0,816
10/30/2020,Hampshire,19,1503,0,155
10/30/2020,Middlesex,280,32295,7,2279
10/30/2020,Nantucket,4,168,,
10/30/2020,Norfolk,77,11891,1,1111
10/30/2020,Plymouth,63,11486,1,836
10/30/2020,Suffolk,260,28660,3,1180
10/30/2020,Worcester,185,16765,2,1173
10/30/2020,Unknown,18,321,0,5
10/30/2020,Dukes and Nantucket,,,0,2
10/31/2020,Barnstable,9,2029,2,185
10/31/2020,Berkshire,1,784,0,52
10/31/2020,Bristol,175,12708,4,761
10/31/2020,Dukes,4,89,,
10/31/2020,Essex,230,24319,3,1356
10/31/2020,Franklin,0,479,0,73
10/31/2020,Hampden,103,10254,1,817
10/31/2020,Hampshire,6,1509,0,155
10/31/2020,Middlesex,262,32557,2,2281
10/31/2020,Nantucket,1,169,,
10/31/2020,Norfolk,100,11991,0,1111
10/31/2020,Plymouth,77,11563,1,837
10/31/2020,Suffolk,191,28851,1,1181
10/31/2020,Worcester,129,16894,2,1175
10/31/2020,Unknown,4,325,0,5
10/31/2020,Dukes and Nantucket,,,0,2
11/1/2020,Barnstable,22,2051,0,185
11/1/2020,Berkshire,5,789,0,52
11/1/2020,Bristol,104,12812,2,763
11/1/2020,Dukes,1,90,,
11/1/2020,Essex,181,24500,2,1358
11/1/2020,Franklin,4,483,0,73
11/1/2020,Hampden,105,10359,4,821
11/1/2020,Hampshire,11,1520,0,155
11/1/2020,Middlesex,224,32781,7,2288
11/1/2020,Nantucket,3,172,,
11/1/2020,Norfolk,98,12089,1,1112
11/1/2020,Plymouth,68,11631,2,839
11/1/2020,Suffolk,180,29031,2,1183
11/1/2020,Worcester,123,17017,2,1177
11/1/2020,Unknown,10,335,0,5
11/1/2020,Dukes and Nantucket,,,0,2
11/2/2020,Barnstable,9,2060,0,185
11/2/2020,Berkshire,14,803,0,52
11/2/2020,Bristol,105,12917,1,764
11/2/2020,Dukes,0,90,,
11/2/2020,Essex,112,24612,0,1358
11/2/2020,Franklin,4,487,1,74
11/2/2020,Hampden,66,10425,1,822
11/2/2020,Hampshire,1,1521,0,155
11/2/2020,Middlesex,126,32907,0,2288
11/2/2020,Nantucket,0,172,,
11/2/2020,Norfolk,49,12138,2,1114
11/2/2020,Plymouth,50,11681,2,841
11/2/2020,Suffolk,135,29166,1,1184
11/2/2020,Worcester,60,17077,2,1179
11/2/2020,Unknown,0,329,0,5
11/2/2020,Dukes and Nantucket,,,0,2
11/3/2020,Barnstable,5,2065,0,185
11/3/2020,Berkshire,5,808,0,52
11/3/2020,Bristol,93,13010,2,766
11/3/2020,Dukes,2,92,,
11/3/2020,Essex,112,24724,3,1361
11/3/2020,Franklin,0,487,0,74
11/3/2020,Hampden,98,10523,2,824
11/3/2020,Hampshire,16,1537,0,155
11/3/2020,Middlesex,212,33119,2,2290
11/3/2020,Nantucket,2,174,,
11/3/2020,Norfolk,84,12222,0,1114
11/3/2020,Plymouth,66,11747,2,843
11/3/2020,Suffolk,103,29269,0,1184
11/3/2020,Worcester,124,17201,1,1180
11/3/2020,Unknown,1,330,0,5
11/3/2020,Dukes and Nantucket,,,0,2
11/4/2020,Barnstable,13,2078,1,186
11/4/2020,Berkshire,6,814,0,52
11/4/2020,Bristol,229,13239,3,769
11/4/2020,Dukes,2,94,,
11/4/2020,Essex,341,25065,1,1362
11/4/2020,Franklin,3,490,0,74
11/4/2020,Hampden,128,10651,1,825
11/4/2020,Hampshire,22,1559,1,156
11/4/2020,Middlesex,333,33452,7,2297
11/4/2020,Nantucket,4,178,,
11/4/2020,Norfolk,69,12291,2,1116
11/4/2020,Plymouth,84,11831,5,848
11/4/2020,Suffolk,205,29474,3,1187
11/4/2020,Worcester,147,17348,3,1183
11/4/2020,Unknown,43,373,0,5
11/4/2020,Dukes and Nantucket,,,0,2
11/5/2020,Barnstable,11,2089,0,186
11/5/2020,Berkshire,4,818,0,52
11/5/2020,Bristol,201,13440,2,771
11/5/2020,Dukes,3,97,,
11/5/2020,Essex,300,25365,0,1362
11/5/2020,Franklin,5,495,0,74
11/5/2020,Hampden,161,10812,5,830
11/5/2020,Hampshire,21,1580,1,157
11/5/2020,Middlesex,322,33774,8,2305
11/5/2020,Nantucket,8,186,,
11/5/2020,Norfolk,103,12394,2,1118
11/5/2020,Plymouth,98,11929,0,848
11/5/2020,Suffolk,252,29726,2,1189
11/5/2020,Worcester,304,17652,2,1185
11/5/2020,Unknown,0,341,1,6
11/5/2020,Dukes and Nantucket,,,0,2
11/6/2020,Barnstable,22,2111,0,186
11/6/2020,Berkshire,11,829,0,52
11/6/2020,Bristol,217,13657,0,771
11/6/2020,Dukes,1,98,,
11/6/2020,Essex,376,25741,2,1364
11/6/2020,Franklin,5,500,0,74
11/6/2020,Hampden,195,11007,4,834
11/6/2020,Hampshire,24,1604,1,158
11/6/2020,Middlesex,368,34142,5,2310
11/6/2020,Nantucket,5,191,,
11/6/2020,Norfolk,144,12538,3,1121
11/6/2020,Plymouth,93,12022,0,848
11/6/2020,Suffolk,336,30062,2,1191
11/6/2020,Worcester,221,17873,4,1189
11/6/2020,Unknown,20,361,1,6
11/6/2020,Dukes and Nantucket,,,0,2
11/7/2020,Barnstable,12,2123,0,186
11/7/2020,Berkshire,9,838,0,52
11/7/2020,Bristol,219,13876,2,773
11/7/2020,Dukes,14,112,,
11/7/2020,Essex,396,26137,2,1366
11/7/2020,Franklin,4,504,0,74
11/7/2020,Hampden,181,11188,2,836
11/7/2020,Hampshire,34,1638,0,158
11/7/2020,Middlesex,444,34586,4,2314
11/7/2020,Nantucket,3,194,,
11/7/2020,Norfolk,159,12697,4,1125
11/7/2020,Plymouth,109,12131,2,850
11/7/2020,Suffolk,297,30359,2,1193
11/7/2020,Worcester,298,18171,5,1194
11/7/2020,Unknown,21,382,0,6
11/7/2020,Dukes and Nantucket,,,0,2
11/8/2020,Barnstable,16,2139,0,186
11/8/2020,Berkshire,7,845,0,52
11/8/2020,Bristol,189,14065,1,774
11/8/2020,Dukes,7,119,,
11/8/2020,Essex,353,26490,3,1369
11/8/2020,Franklin,3,507,0,74
11/8/2020,Hampden,168,11356,2,838
11/8/2020,Hampshire,21,1659,0,158
11/8/2020,Middlesex,393,34979,5,2319
11/8/2020,Nantucket,8,202,,
11/8/2020,Norfolk,98,12795,2,1127
11/8/2020,Plymouth,64,12195,1,851
11/8/2020,Suffolk,318,30677,5,1198
11/8/2020,Worcester,163,18334,1,1195
11/8/2020,Unknown,1,383,0,6
11/8/2020,Dukes and Nantucket,,,0,2
11/9/2020,Barnstable,11,2150,0,186
11/9/2020,Berkshire,16,861,0,52
11/9/2020,Bristol,106,14171,3,777
11/9/2020,Dukes,3,122,,
11/9/2020,Essex,131,26621,3,1372
11/9/2020,Franklin,6,513,0,74
11/9/2020,Hampden,204,11560,1,839
11/9/2020,Hampshire,15,1674,0,158
